競馬場,芝ダ,距離,条件数,消寄項目1,消寄条件1,消寄項目2,消寄条件2,消寄項目3,消寄条件3,過去該当頭数,過去複勝圏内数,過去複勝率,コース頭数,コース複勝率,リフト,該当率,消寄ランク,広すぎ注意,消寄理由
札幌,芝,1500,2,前走着差帯,1.5-1.9秒負け,前走着順帯,前走10着以下,,,59,2,3.39,971,23.89,0.142,6.08,消寄B,,前走着差帯=1.5-1.9秒負け + 前走着順帯=前走10着以下
札幌,芝,1500,2,距離変化帯,延長300-400m,前走着順帯,前走10着以下,,,69,3,4.35,971,23.89,0.182,7.11,消寄B,,距離変化帯=延長300-400m + 前走着順帯=前走10着以下
札幌,芝,1500,2,芝ダ替わり,ダ→芝,今回頭数帯,12-15頭,,,108,7,6.48,971,23.89,0.271,11.12,消寄C,,芝ダ替わり=ダ→芝 + 今回頭数帯=12-15頭
札幌,芝,1800,2,前走着差帯,1.0-1.4秒負け,前走着順帯,前走4-5着,,,21,0,0.0,1302,24.81,0.0,1.61,消寄A,,前走着差帯=1.0-1.4秒負け + 前走着順帯=前走4-5着
札幌,芝,1800,2,前走着差帯,1.0-1.4秒負け,頭数変化,同頭数,,,37,1,2.7,1302,24.81,0.109,2.84,消寄A,,前走着差帯=1.0-1.4秒負け + 頭数変化=同頭数
札幌,芝,1800,2,距離変化帯,延長100-200m,休み明け区分,休み明け4戦目以降,,,35,1,2.86,1302,24.81,0.115,2.69,消寄A,,距離変化帯=延長100-200m + 休み明け区分=休み明け4戦目以降
札幌,芝,1800,2,前走着順帯,前走10着以下,休み明け区分,休み明け2戦目,,,52,2,3.85,1302,24.81,0.155,3.99,消寄B,,前走着順帯=前走10着以下 + 休み明け区分=休み明け2戦目
札幌,芝,1800,2,前走着順帯,前走10着以下,前走脚質帯,追込/後方,,,112,8,7.14,1302,24.81,0.288,8.6,消寄C,,前走着順帯=前走10着以下 + 前走脚質帯=追込/後方
札幌,芝,2000,2,距離変化帯,延長300-400m,頭数変化,今回頭数増,,,44,0,0.0,1416,23.09,0.0,3.11,消寄A,,距離変化帯=延長300-400m + 頭数変化=今回頭数増
札幌,芝,2000,2,芝ダ替わり,ダ→芝,休み明け区分,休み明け2戦目,,,20,0,0.0,1416,23.09,0.0,1.41,消寄A,,芝ダ替わり=ダ→芝 + 休み明け区分=休み明け2戦目
札幌,芝,2000,2,芝ダ替わり,ダ→芝,頭数変化,今回頭数増,,,54,1,1.85,1416,23.09,0.08,3.81,消寄A,,芝ダ替わり=ダ→芝 + 頭数変化=今回頭数増
札幌,芝,2000,2,距離変化帯,延長300-400m,前走着差帯,2.0秒以上負け,,,38,1,2.63,1416,23.09,0.114,2.68,消寄A,,距離変化帯=延長300-400m + 前走着差帯=2.0秒以上負け
札幌,芝,2000,2,芝ダ替わり,ダ→芝,前走着差帯,2.0秒以上負け,,,54,2,3.7,1416,23.09,0.16,3.81,消寄B,,芝ダ替わり=ダ→芝 + 前走着差帯=2.0秒以上負け
札幌,芝,2000,2,前走着差帯,1.0-1.4秒負け,前走上り順帯,上り4-5位,,,50,2,4.0,1416,23.09,0.173,3.53,消寄B,,前走着差帯=1.0-1.4秒負け + 前走上り順帯=上り4-5位
札幌,芝,2600,2,芝ダ替わり,ダ→芝,前走着順帯,前走10着以下,,,26,0,0.0,739,25.17,0.0,3.52,消寄A,,芝ダ替わり=ダ→芝 + 前走着順帯=前走10着以下
札幌,芝,2600,2,芝ダ替わり,ダ→芝,頭数変化,今回頭数減,,,26,0,0.0,739,25.17,0.0,3.52,消寄A,,芝ダ替わり=ダ→芝 + 頭数変化=今回頭数減
札幌,芝,2600,2,芝ダ替わり,ダ→芝,前走脚質帯,差し/中団,,,23,0,0.0,739,25.17,0.0,3.11,消寄A,,芝ダ替わり=ダ→芝 + 前走脚質帯=差し/中団
札幌,芝,2600,2,芝ダ替わり,ダ→芝,休み明け区分,休み明け4戦目以降,,,23,0,0.0,739,25.17,0.0,3.11,消寄A,,芝ダ替わり=ダ→芝 + 休み明け区分=休み明け4戦目以降
札幌,芝,2600,2,芝ダ替わり,ダ→芝,前走上り順帯,上り10位以下,,,22,0,0.0,739,25.17,0.0,2.98,消寄A,,芝ダ替わり=ダ→芝 + 前走上り順帯=上り10位以下
札幌,芝,2600,2,芝ダ替わり,ダ→芝,距離変化帯,延長500m以上,,,57,1,1.75,739,25.17,0.07,7.71,消寄A,,芝ダ替わり=ダ→芝 + 距離変化帯=延長500m以上
札幌,芝,2600,2,芝ダ替わり,ダ→芝,今回頭数帯,12-15頭,,,43,1,2.33,739,25.17,0.092,5.82,消寄A,,芝ダ替わり=ダ→芝 + 今回頭数帯=12-15頭
札幌,芝,2600,2,前走着順帯,前走10着以下,頭数変化,同頭数,,,37,1,2.7,739,25.17,0.107,5.01,消寄A,,前走着順帯=前走10着以下 + 頭数変化=同頭数
札幌,芝,2600,2,距離変化帯,延長500m以上,前走着差帯,2.0秒以上負け,,,36,1,2.78,739,25.17,0.11,4.87,消寄A,,距離変化帯=延長500m以上 + 前走着差帯=2.0秒以上負け
札幌,芝,2600,2,距離変化帯,同距離,前走上り順帯,上り10位以下,,,35,1,2.86,739,25.17,0.114,4.74,消寄A,,距離変化帯=同距離 + 前走上り順帯=上り10位以下
札幌,芝,2600,2,前走着順帯,前走10着以下,休み明け区分,休み明け4戦目以降,,,50,2,4.0,739,25.17,0.159,6.77,消寄B,,前走着順帯=前走10着以下 + 休み明け区分=休み明け4戦目以降
東京,ダ,1300,2,距離変化帯,短縮500m以上,今回頭数帯,16頭以上,,,34,0,0.0,1385,19.28,0.0,2.45,消寄A,,距離変化帯=短縮500m以上 + 今回頭数帯=16頭以上
東京,ダ,1300,2,芝ダ替わり,芝→ダ,前走4角位置,4角7-10番手,,,29,0,0.0,1385,19.28,0.0,2.09,消寄A,,芝ダ替わり=芝→ダ + 前走4角位置=4角7-10番手
東京,ダ,1300,2,前走着差帯,1.5-1.9秒負け,休み明け区分,休み明け4戦目以降,,,28,0,0.0,1385,19.28,0.0,2.02,消寄A,,前走着差帯=1.5-1.9秒負け + 休み明け区分=休み明け4戦目以降
東京,ダ,1300,2,芝ダ替わり,芝→ダ,前走上り順帯,上り6-9位,,,27,0,0.0,1385,19.28,0.0,1.95,消寄A,,芝ダ替わり=芝→ダ + 前走上り順帯=上り6-9位
東京,ダ,1300,2,距離変化帯,短縮500m以上,休み明け区分,休み明け初戦,,,22,0,0.0,1385,19.28,0.0,1.59,消寄A,,距離変化帯=短縮500m以上 + 休み明け区分=休み明け初戦
東京,ダ,1300,2,前走着差帯,2.0秒以上負け,頭数変化,今回かなり頭数増,,,21,0,0.0,1385,19.28,0.0,1.52,消寄A,,前走着差帯=2.0秒以上負け + 頭数変化=今回かなり頭数増
東京,ダ,1300,2,距離変化帯,短縮300-400m,前走4角位置,4角7-10番手,,,20,0,0.0,1385,19.28,0.0,1.44,消寄A,,距離変化帯=短縮300-400m + 前走4角位置=4角7-10番手
東京,ダ,1300,2,距離変化帯,短縮500m以上,頭数変化,今回頭数増,,,20,0,0.0,1385,19.28,0.0,1.44,消寄A,,距離変化帯=短縮500m以上 + 頭数変化=今回頭数増
東京,ダ,1300,2,芝ダ替わり,芝→ダ,前走脚質帯,差し/中団,,,42,1,2.38,1385,19.28,0.124,3.03,消寄A,,芝ダ替わり=芝→ダ + 前走脚質帯=差し/中団
東京,ダ,1300,2,前走着差帯,1.5-1.9秒負け,前走上り順帯,上り6-9位,,,34,1,2.94,1385,19.28,0.153,2.45,消寄A,,前走着差帯=1.5-1.9秒負け + 前走上り順帯=上り6-9位
東京,ダ,1300,2,前走着差帯,2.0秒以上負け,頭数変化,今回頭数増,,,59,2,3.39,1385,19.28,0.176,4.26,消寄B,,前走着差帯=2.0秒以上負け + 頭数変化=今回頭数増
東京,ダ,1300,2,前走着差帯,2.0秒以上負け,前走4角位置,4角7-10番手,,,55,2,3.64,1385,19.28,0.189,3.97,消寄B,,前走着差帯=2.0秒以上負け + 前走4角位置=4角7-10番手
東京,ダ,1300,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,53,2,3.77,1385,19.28,0.196,3.83,消寄B,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
東京,ダ,1300,2,芝ダ替わり,芝→ダ,距離変化帯,延長100-200m,,,51,2,3.92,1385,19.28,0.203,3.68,消寄B,,芝ダ替わり=芝→ダ + 距離変化帯=延長100-200m
東京,ダ,1300,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,71,3,4.23,1385,19.28,0.219,5.13,消寄B,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
東京,ダ,1300,2,前走着差帯,2.0秒以上負け,前走脚質帯,差し/中団,,,66,3,4.55,1385,19.28,0.236,4.77,消寄B,,前走着差帯=2.0秒以上負け + 前走脚質帯=差し/中団
東京,ダ,1300,2,前走着差帯,1.5-1.9秒負け,前走脚質帯,追込/後方,,,64,3,4.69,1385,19.28,0.243,4.62,消寄B,,前走着差帯=1.5-1.9秒負け + 前走脚質帯=追込/後方
東京,ダ,1300,2,前走上り順帯,上り6-9位,前走脚質帯,追込/後方,,,82,4,4.88,1385,19.28,0.253,5.92,消寄B,,前走上り順帯=上り6-9位 + 前走脚質帯=追込/後方
東京,ダ,1300,2,前走着差帯,2.0秒以上負け,今回頭数帯,16頭以上,,,153,9,5.88,1385,19.28,0.305,11.05,消寄C,,前走着差帯=2.0秒以上負け + 今回頭数帯=16頭以上
東京,ダ,1300,2,前走着順帯,前走10着以下,前走脚質帯,追込/後方,,,198,12,6.06,1385,19.28,0.314,14.3,消寄C,,前走着順帯=前走10着以下 + 前走脚質帯=追込/後方
東京,ダ,1400,2,距離変化帯,延長300-400m,頭数変化,同頭数,,,62,0,0.0,6892,19.11,0.0,0.9,消寄A,,距離変化帯=延長300-400m + 頭数変化=同頭数
東京,ダ,1400,2,距離変化帯,延長300-400m,前走上り順帯,上り10位以下,,,36,0,0.0,6892,19.11,0.0,0.52,消寄A,,距離変化帯=延長300-400m + 前走上り順帯=上り10位以下
東京,ダ,1400,2,距離変化帯,延長300-400m,休み明け区分,休み明け2戦目,,,26,0,0.0,6892,19.11,0.0,0.38,消寄A,,距離変化帯=延長300-400m + 休み明け区分=休み明け2戦目
東京,ダ,1400,2,距離変化帯,延長300-400m,前走4角位置,4角4-6番手,,,20,0,0.0,6892,19.11,0.0,0.29,消寄A,,距離変化帯=延長300-400m + 前走4角位置=4角4-6番手
東京,ダ,1400,2,距離変化帯,延長300-400m,前走着順帯,前走10着以下,,,55,1,1.82,6892,19.11,0.095,0.8,消寄A,,距離変化帯=延長300-400m + 前走着順帯=前走10着以下
東京,ダ,1400,2,距離変化帯,延長300-400m,前走着順帯,前走6-9着,,,40,1,2.5,6892,19.11,0.131,0.58,消寄A,,距離変化帯=延長300-400m + 前走着順帯=前走6-9着
東京,ダ,1400,2,距離変化帯,延長300-400m,今回頭数帯,16頭以上,,,116,4,3.45,6892,19.11,0.18,1.68,消寄B,,距離変化帯=延長300-400m + 今回頭数帯=16頭以上
東京,ダ,1400,2,距離変化帯,延長300-400m,前走脚質帯,差し/中団,,,54,2,3.7,6892,19.11,0.194,0.78,消寄B,,距離変化帯=延長300-400m + 前走脚質帯=差し/中団
東京,ダ,1400,2,距離変化帯,延長300-400m,前走脚質帯,追込/後方,,,53,2,3.77,6892,19.11,0.197,0.77,消寄B,,距離変化帯=延長300-400m + 前走脚質帯=追込/後方
東京,ダ,1400,2,前走着順帯,前走10着以下,頭数変化,今回かなり頭数増,,,84,4,4.76,6892,19.11,0.249,1.22,消寄B,,前走着順帯=前走10着以下 + 頭数変化=今回かなり頭数増
東京,ダ,1400,2,芝ダ替わり,ダ→ダ,距離変化帯,延長300-400m,,,117,6,5.13,6892,19.11,0.268,1.7,消寄C,,芝ダ替わり=ダ→ダ + 距離変化帯=延長300-400m
東京,ダ,1400,2,距離変化帯,短縮100-200m,前走着差帯,2.0秒以上負け,,,113,7,6.19,6892,19.11,0.324,1.64,消寄C,,距離変化帯=短縮100-200m + 前走着差帯=2.0秒以上負け
東京,ダ,1400,2,前走上り順帯,上り6-9位,前走4角位置,4角11番手以下,,,290,18,6.21,6892,19.11,0.325,4.21,消寄C,,前走上り順帯=上り6-9位 + 前走4角位置=4角11番手以下
東京,ダ,1400,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,290,19,6.55,6892,19.11,0.343,4.21,消寄C,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
東京,ダ,1400,2,前走上り順帯,上り10位以下,前走4角位置,4角7-10番手,,,526,35,6.65,6892,19.11,0.348,7.63,消寄C,,前走上り順帯=上り10位以下 + 前走4角位置=4角7-10番手
東京,ダ,1400,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,344,23,6.69,6892,19.11,0.35,4.99,消寄C,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
東京,ダ,1400,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,299,20,6.69,6892,19.11,0.35,4.34,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
東京,ダ,1400,2,前走着差帯,2.0秒以上負け,頭数変化,今回頭数増,,,249,18,7.23,6892,19.11,0.378,3.61,消寄C,,前走着差帯=2.0秒以上負け + 頭数変化=今回頭数増
東京,ダ,1400,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け4戦目以降,,,136,10,7.35,6892,19.11,0.385,1.97,消寄C,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け4戦目以降
東京,ダ,1400,2,前走着順帯,前走10着以下,前走4角位置,4角11番手以下,,,755,56,7.42,6892,19.11,0.388,10.95,消寄C,,前走着順帯=前走10着以下 + 前走4角位置=4角11番手以下
東京,ダ,1600,2,距離変化帯,延長300-400m,前走着差帯,2.0秒以上負け,,,40,1,2.5,7463,20.38,0.123,0.54,消寄A,,距離変化帯=延長300-400m + 前走着差帯=2.0秒以上負け
東京,ダ,1600,2,芝ダ替わり,芝→ダ,今回頭数帯,9-11頭,,,38,1,2.63,7463,20.38,0.129,0.51,消寄A,,芝ダ替わり=芝→ダ + 今回頭数帯=9-11頭
東京,ダ,1600,2,距離変化帯,短縮500m以上,前走脚質帯,差し/中団,,,61,2,3.28,7463,20.38,0.161,0.82,消寄B,,距離変化帯=短縮500m以上 + 前走脚質帯=差し/中団
東京,ダ,1600,2,距離変化帯,延長300-400m,前走上り順帯,上り10位以下,,,90,3,3.33,7463,20.38,0.164,1.21,消寄B,,距離変化帯=延長300-400m + 前走上り順帯=上り10位以下
東京,ダ,1600,2,距離変化帯,短縮500m以上,休み明け区分,休み明け初戦,,,75,3,4.0,7463,20.38,0.196,1.0,消寄B,,距離変化帯=短縮500m以上 + 休み明け区分=休み明け初戦
東京,ダ,1600,2,距離変化帯,短縮500m以上,前走4角位置,4角7-10番手,,,62,3,4.84,7463,20.38,0.237,0.83,消寄B,,距離変化帯=短縮500m以上 + 前走4角位置=4角7-10番手
東京,ダ,1600,2,距離変化帯,短縮500m以上,前走着差帯,2.0秒以上負け,,,102,5,4.9,7463,20.38,0.241,1.37,消寄B,,距離変化帯=短縮500m以上 + 前走着差帯=2.0秒以上負け
東京,ダ,1600,2,距離変化帯,延長300-400m,前走着差帯,1.0-1.4秒負け,,,81,4,4.94,7463,20.38,0.242,1.09,消寄B,,距離変化帯=延長300-400m + 前走着差帯=1.0-1.4秒負け
東京,ダ,1600,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,339,18,5.31,7463,20.38,0.261,4.54,消寄C,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
東京,ダ,1600,2,距離変化帯,延長100-200m,前走着差帯,2.0秒以上負け,,,168,9,5.36,7463,20.38,0.263,2.25,消寄C,,距離変化帯=延長100-200m + 前走着差帯=2.0秒以上負け
東京,ダ,1600,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,410,22,5.37,7463,20.38,0.263,5.49,消寄C,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
東京,ダ,1600,2,前走着順帯,前走10着以下,前走上り順帯,上り4-5位,,,110,6,5.45,7463,20.38,0.268,1.47,消寄C,,前走着順帯=前走10着以下 + 前走上り順帯=上り4-5位
東京,ダ,1600,2,距離変化帯,延長300-400m,前走着順帯,前走10着以下,,,156,10,6.41,7463,20.38,0.315,2.09,消寄C,,距離変化帯=延長300-400m + 前走着順帯=前走10着以下
東京,ダ,1600,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,491,33,6.72,7463,20.38,0.33,6.58,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
東京,ダ,1600,2,前走着差帯,2.0秒以上負け,前走4角位置,4角11番手以下,,,397,27,6.8,7463,20.38,0.334,5.32,消寄C,,前走着差帯=2.0秒以上負け + 前走4角位置=4角11番手以下
東京,ダ,1600,2,距離変化帯,短縮500m以上,前走着順帯,前走10着以下,,,100,7,7.0,7463,20.38,0.343,1.34,消寄C,,距離変化帯=短縮500m以上 + 前走着順帯=前走10着以下
東京,ダ,1600,2,前走着順帯,前走10着以下,前走4角位置,4角11番手以下,,,793,56,7.06,7463,20.38,0.346,10.63,消寄C,,前走着順帯=前走10着以下 + 前走4角位置=4角11番手以下
東京,ダ,1600,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け4戦目以降,,,234,17,7.26,7463,20.38,0.356,3.14,消寄C,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け4戦目以降
東京,ダ,1600,2,前走着順帯,前走10着以下,休み明け区分,休み明け4戦目以降,,,452,33,7.3,7463,20.38,0.358,6.06,消寄C,,前走着順帯=前走10着以下 + 休み明け区分=休み明け4戦目以降
東京,ダ,1600,2,前走着順帯,前走10着以下,前走脚質帯,追込/後方,,,922,69,7.48,7463,20.38,0.367,12.35,消寄C,,前走着順帯=前走10着以下 + 前走脚質帯=追込/後方
東京,ダ,2100,2,距離変化帯,短縮500m以上,前走着順帯,前走10着以下,,,29,0,0.0,3055,20.62,0.0,0.95,消寄A,,距離変化帯=短縮500m以上 + 前走着順帯=前走10着以下
東京,ダ,2100,2,芝ダ替わり,芝→ダ,距離変化帯,延長300-400m,,,23,0,0.0,3055,20.62,0.0,0.75,消寄A,,芝ダ替わり=芝→ダ + 距離変化帯=延長300-400m
東京,ダ,2100,2,距離変化帯,短縮500m以上,前走上り順帯,上り10位以下,,,20,0,0.0,3055,20.62,0.0,0.65,消寄A,,距離変化帯=短縮500m以上 + 前走上り順帯=上り10位以下
東京,ダ,2100,2,距離変化帯,同距離,前走着順帯,前走10着以下,,,155,6,3.87,3055,20.62,0.188,5.07,消寄B,,距離変化帯=同距離 + 前走着順帯=前走10着以下
東京,ダ,2100,2,前走着差帯,1.5-1.9秒負け,前走4角位置,4角11番手以下,,,124,7,5.65,3055,20.62,0.274,4.06,消寄C,,前走着差帯=1.5-1.9秒負け + 前走4角位置=4角11番手以下
東京,ダ,2100,2,距離変化帯,同距離,前走着差帯,2.0秒以上負け,,,122,7,5.74,3055,20.62,0.278,3.99,消寄C,,距離変化帯=同距離 + 前走着差帯=2.0秒以上負け
東京,ダ,2100,2,前走着差帯,1.5-1.9秒負け,前走脚質帯,追込/後方,,,174,10,5.75,3055,20.62,0.279,5.7,消寄C,,前走着差帯=1.5-1.9秒負け + 前走脚質帯=追込/後方
東京,ダ,2100,2,前走着順帯,前走10着以下,休み明け区分,休み明け4戦目以降,,,178,11,6.18,3055,20.62,0.3,5.83,消寄C,,前走着順帯=前走10着以下 + 休み明け区分=休み明け4戦目以降
東京,ダ,2100,2,前走着順帯,前走10着以下,前走上り順帯,上り6-9位,,,161,10,6.21,3055,20.62,0.301,5.27,消寄C,,前走着順帯=前走10着以下 + 前走上り順帯=上り6-9位
東京,ダ,2100,2,前走上り順帯,上り10位以下,前走脚質帯,追込/後方,,,191,12,6.28,3055,20.62,0.305,6.25,消寄C,,前走上り順帯=上り10位以下 + 前走脚質帯=追込/後方
東京,ダ,2100,2,前走着順帯,前走10着以下,前走脚質帯,追込/後方,,,381,26,6.82,3055,20.62,0.331,12.47,消寄C,,前走着順帯=前走10着以下 + 前走脚質帯=追込/後方
東京,ダ,2100,2,前走着順帯,前走10着以下,休み明け区分,休み明け3戦目,,,129,9,6.98,3055,20.62,0.338,4.22,消寄C,,前走着順帯=前走10着以下 + 休み明け区分=休み明け3戦目
東京,ダ,2100,2,前走着差帯,2.0秒以上負け,頭数変化,同頭数,,,208,15,7.21,3055,20.62,0.35,6.81,消寄C,,前走着差帯=2.0秒以上負け + 頭数変化=同頭数
東京,ダ,2100,2,前走着順帯,前走10着以下,前走4角位置,4角11番手以下,,,317,23,7.26,3055,20.62,0.352,10.38,消寄C,,前走着順帯=前走10着以下 + 前走4角位置=4角11番手以下
東京,ダ,2100,2,前走着差帯,2.0秒以上負け,前走着順帯,前走10着以下,,,449,33,7.35,3055,20.62,0.356,14.7,消寄C,,前走着差帯=2.0秒以上負け + 前走着順帯=前走10着以下
東京,ダ,2100,2,前走着差帯,2.0秒以上負け,休み明け区分,休み明け2戦目,,,149,11,7.38,3055,20.62,0.358,4.88,消寄C,,前走着差帯=2.0秒以上負け + 休み明け区分=休み明け2戦目
東京,ダ,2100,2,前走上り順帯,上り10位以下,前走4角位置,4角11番手以下,,,149,11,7.38,3055,20.62,0.358,4.88,消寄C,,前走上り順帯=上り10位以下 + 前走4角位置=4角11番手以下
東京,ダ,2100,2,前走着差帯,2.0秒以上負け,前走脚質帯,追込/後方,,,269,20,7.43,3055,20.62,0.361,8.81,消寄C,,前走着差帯=2.0秒以上負け + 前走脚質帯=追込/後方
